Id,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Slope,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Finish,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice
2545,190,80.0,8800,1,0,3,2,3,6,7,1965,2000,0.0,3,4,3,3,2,5,901.0,4,252.0,34.0,1187.0,5,1,1565,0,0,1565,1.0,0.0,2,0,3,1,4,7,2,1965.0,2,299.0,2,200,25,211,0,0,0,3,460,6,2006,185900
2660,75,60.0,10800,1,0,3,2,4,7,7,1914,1970,0.0,3,3,4,3,2,3,390.0,1,0.0,490.0,880.0,2,0,880,888,0,1768,0.0,0.0,1,1,2,1,3,6,2,1914.0,1,320.0,0,0,341,0,0,0,0,0,0,10,2006,163000
2882,190,50.0,9000,1,0,3,2,3,5,6,1951,1951,0.0,2,2,3,3,2,1,0.0,1,0.0,660.0,660.0,3,0,1060,336,0,1396,0.0,0.0,2,0,4,2,3,8,0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,10,2006,115000
1379,80,80.0,13014,1,0,3,2,4,6,5,1978,1978,39.0,3,3,3,3,3,5,528.0,1,0.0,480.0,1008.0,3,1,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,1,1978.0,1,484.0,2,168,0,0,0,0,0,0,0,12,2008,157500
491,60,0.0,15896,1,0,1,2,4,7,5,1999,1999,210.0,4,3,4,3,1,5,913.0,1,0.0,264.0,1177.0,5,1,1223,1089,0,2312,1.0,0.0,2,1,4,1,4,8,1,1999.0,3,658.0,2,298,0,0,0,0,0,0,0,5,2009,245000
1002,120,41.0,5395,1,0,2,2,1,8,5,1993,1993,0.0,4,3,4,3,1,6,733.0,1,0.0,604.0,1337.0,4,1,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,1,1993.0,2,462.0,2,96,0,70,168,0,0,0,0,10,2008,180000
1848,160,0.0,5105,1,0,1,2,1,7,5,2004,2004,0.0,4,3,4,3,1,6,239.0,1,0.0,312.0,551.0,5,1,551,551,0,1102,0.0,0.0,2,1,2,1,4,4,0,2004.0,1,480.0,2,0,60,0,0,0,0,0,0,3,2007,148800
1455,60,75.0,9473,1,0,3,2,4,8,5,2002,2002,0.0,4,3,4,3,1,6,804.0,1,0.0,324.0,1128.0,5,1,1128,903,0,2031,1.0,0.0,2,1,3,1,4,7,1,2002.0,2,577.0,2,0,211,0,0,0,0,0,0,3,2008,237000
908,30,60.0,8400,1,0,3,2,4,2,5,1920,1950,0.0,3,3,3,2,1,3,290.0,1,0.0,0.0,290.0,3,0,438,0,0,438,0.0,0.0,1,0,1,1,2,3,0,1930.0,1,246.0,0,0,0,0,0,0,0,0,0,1,2009,60000
1490,85,64.0,12102,1,0,3,2,4,5,5,1976,1976,222.0,3,3,4,4,4,5,456.0,1,0.0,0.0,456.0,5,1,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,0,1976.0,2,504.0,2,224,0,0,0,0,0,0,0,4,2008,165000
1465,60,41.0,10905,1,0,1,2,4,7,5,2003,2003,0.0,4,3,4,3,1,1,0.0,1,0.0,1129.0,1129.0,5,1,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,1,2003.0,2,596.0,2,0,57,0,0,0,0,0,0,8,2008,240000
1627,20,0.0,9556,1,0,2,2,4,7,5,1992,1993,52.0,3,3,4,3,1,1,0.0,1,0.0,1168.0,1168.0,4,1,1187,0,0,1187,0.0,0.0,2,0,3,1,4,6,0,1992.0,2,420.0,2,0,21,0,0,0,0,0,0,8,2007,160000
2849,190,58.0,6430,1,0,3,2,3,6,6,1945,1950,0.0,3,3,3,3,3,4,780.0,1,0.0,0.0,780.0,3,0,816,524,0,1340,1.0,0.0,1,0,3,1,3,6,0,1945.0,1,440.0,2,0,0,0,0,0,0,0,0,7,2006,128000
1501,90,65.0,6040,1,0,3,2,2,4,5,1955,1955,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,0,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,6,2008,82000
626,20,80.0,14695,1,0,2,2,4,6,8,1966,2008,210.0,3,4,3,3,1,5,1387.0,1,0.0,175.0,1562.0,4,1,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,2,1966.0,1,542.0,2,0,110,0,0,342,0,2,0,7,2009,256000
722,70,50.0,9000,1,0,3,2,4,7,9,1920,1988,0.0,3,4,3,3,1,5,624.0,1,0.0,26.0,650.0,5,1,832,650,0,1482,0.0,1.0,1,0,3,1,3,7,0,1930.0,1,324.0,2,0,0,0,0,0,0,0,0,7,2009,143000
2260,20,67.0,8368,1,0,2,2,4,7,5,2006,2007,0.0,4,3,4,3,1,1,0.0,1,0.0,1689.0,1689.0,5,1,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,0,2007.0,3,433.0,2,100,39,0,0,0,0,0,0,4,2007,231713
1639,190,195.0,41600,1,0,2,2,3,5,5,1969,1990,0.0,3,3,4,3,4,5,1047.0,1,0.0,53.0,1100.0,3,1,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,0,1969.0,1,828.0,0,144,0,0,0,0,0,0,0,11,2007,155000
1603,20,59.0,6490,1,0,3,2,4,5,7,1983,1983,0.0,3,4,3,3,1,6,534.0,1,0.0,282.0,816.0,5,1,816,0,0,816,0.0,1.0,1,0,2,1,3,4,0,1983.0,1,264.0,2,315,0,0,0,0,0,2,0,4,2008,128500
1520,30,60.0,7290,1,0,3,2,4,7,8,1921,1950,174.0,3,3,3,3,1,1,0.0,1,0.0,1228.0,1228.0,5,1,1424,0,0,1424,0.0,0.0,2,0,2,1,3,7,1,1921.0,1,312.0,2,0,0,90,0,0,0,0,0,4,2008,168000
1665,60,0.0,7472,1,0,2,2,4,7,9,1972,2004,138.0,3,3,3,3,1,5,626.0,1,0.0,99.0,725.0,4,1,725,754,0,1479,1.0,0.0,1,1,4,1,4,7,0,1972.0,3,484.0,2,0,32,0,0,0,0,0,0,6,2007,184000
2635,190,70.0,7000,1,0,3,2,3,5,5,1962,1962,0.0,3,3,3,3,3,5,953.0,1,0.0,72.0,1025.0,3,1,1025,0,0,1025,1.0,0.0,1,0,3,1,3,6,0,0.0,0,0.0,2,96,80,0,0,0,0,0,0,3,2006,124000
581,20,0.0,11717,1,0,2,2,4,6,6,1970,1970,571.0,3,3,3,3,1,1,0.0,1,0.0,1442.0,1442.0,3,1,1442,0,0,1442,0.0,0.0,2,0,2,1,3,6,1,1970.0,2,615.0,2,371,0,0,0,0,0,0,0,2,2009,185000
2435,60,106.0,11194,1,0,2,2,4,8,5,2000,2000,40.0,4,3,4,3,1,1,0.0,1,0.0,1406.0,1406.0,5,1,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,1,2000.0,2,504.0,2,188,124,0,0,0,0,0,0,11,2006,230500
2799,60,90.0,11250,1,0,2,2,4,7,5,1998,1998,227.0,3,3,4,3,2,5,796.0,1,0.0,258.0,1054.0,5,1,1070,869,0,1939,0.0,1.0,2,1,3,1,4,8,1,1998.0,2,555.0,2,128,84,0,0,0,0,0,0,5,2006,227000
883,60,64.0,8633,1,0,3,2,4,6,5,2005,2005,0.0,4,3,4,3,1,6,193.0,1,0.0,545.0,738.0,5,1,738,738,0,1476,1.0,0.0,2,1,3,1,4,7,0,2005.0,3,540.0,2,100,35,0,0,0,0,0,0,2,2009,173500
2537,85,70.0,8400,1,0,3,2,4,5,6,1968,1968,0.0,3,3,4,3,4,6,744.0,1,0.0,89.0,833.0,4,1,898,0,0,898,1.0,0.0,1,0,3,1,3,6,0,1968.0,2,326.0,2,143,0,0,0,0,0,0,0,8,2006,140000
1120,20,87.0,10037,1,0,3,2,4,8,5,2006,2007,0.0,4,3,5,3,1,6,666.0,1,0.0,794.0,1460.0,5,1,1460,0,0,1460,0.0,0.0,2,0,3,1,4,6,1,2006.0,3,480.0,2,0,20,0,0,0,0,0,0,8,2008,247000
774,85,0.0,8014,1,0,2,2,4,6,5,1978,1978,23.0,3,3,4,3,4,6,456.0,1,0.0,0.0,456.0,3,1,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,1,1978.0,3,504.0,2,0,0,0,0,0,0,0,0,6,2009,149900
1447,20,0.0,12250,1,0,2,2,4,5,6,1978,1978,180.0,3,3,4,3,2,5,781.0,1,0.0,83.0,864.0,5,1,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,0,1978.0,1,528.0,2,211,0,280,0,0,0,0,0,5,2008,158000
104,160,0.0,2403,1,0,2,2,1,7,5,2003,2003,0.0,4,3,4,3,1,6,244.0,1,0.0,286.0,530.0,5,1,530,550,0,1080,0.0,0.0,2,1,2,1,4,4,0,2003.0,2,496.0,2,0,50,0,0,0,0,0,0,6,2010,147110
2694,50,50.0,8600,1,0,3,2,4,6,6,1937,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,780.0,780.0,3,1,780,596,0,1376,0.0,0.0,2,0,3,1,3,7,1,1937.0,1,198.0,0,0,0,0,0,0,0,0,0,6,2006,119500
920,50,60.0,13680,1,0,3,1,4,5,6,1940,1950,0.0,3,3,3,3,1,5,728.0,1,0.0,112.0,840.0,5,1,840,727,0,1567,1.0,0.0,1,1,2,1,3,6,2,1961.0,1,440.0,2,0,21,150,0,0,0,4,0,2,2009,205000
1951,70,60.0,10800,1,1,3,2,4,5,9,1895,1999,0.0,3,4,4,3,3,1,0.0,1,0.0,736.0,736.0,5,1,751,783,0,1534,0.0,0.0,1,1,3,1,4,6,0,0.0,0,0.0,0,0,112,0,0,0,0,0,0,7,2007,148000
9,120,39.0,5389,1,0,2,2,1,8,5,1995,1996,0.0,4,3,4,3,1,6,1180.0,1,0.0,415.0,1595.0,5,1,1616,0,0,1616,1.0,0.0,2,0,2,1,4,5,1,1995.0,2,608.0,2,237,152,0,0,0,0,0,0,3,2010,236500
2848,50,60.0,10890,1,0,3,2,4,5,5,1938,1950,0.0,3,3,2,3,1,2,930.0,1,0.0,128.0,1058.0,3,1,1058,493,0,1551,1.0,0.0,2,0,3,1,2,6,0,1938.0,1,240.0,2,0,0,0,0,0,0,3,0,7,2006,137000
614,20,68.0,9768,1,0,3,2,4,5,5,1955,1955,0.0,3,3,3,3,1,3,100.0,5,247.0,613.0,960.0,4,1,960,0,0,960,1.0,0.0,1,0,2,1,3,5,0,1955.0,2,330.0,2,0,70,0,0,0,0,3,0,2,2009,122000
1736,20,73.0,8993,1,0,2,2,4,7,5,2007,2007,0.0,4,3,4,3,3,1,0.0,1,0.0,1302.0,1302.0,5,1,1302,0,0,1302,0.0,0.0,2,0,3,1,4,6,0,2007.0,3,436.0,2,0,22,0,0,0,0,0,0,8,2007,176485
2686,30,50.0,11672,1,2,1,2,4,5,5,1925,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,816.0,816.0,3,1,816,0,0,816,0.0,0.0,1,0,2,1,3,4,0,1925.0,1,210.0,0,168,0,112,0,0,0,0,0,7,2006,109000
2257,120,0.0,9763,1,0,2,2,1,7,5,1998,1998,239.0,4,3,4,3,1,6,1102.0,5,72.0,328.0,1502.0,5,1,1502,0,0,1502,1.0,0.0,1,1,1,1,4,5,1,1998.0,3,286.0,2,0,0,0,0,0,0,0,0,9,2007,330000
1284,20,56.0,9836,1,1,3,2,4,6,5,2008,2008,0.0,3,3,3,3,1,6,96.0,1,0.0,96.0,192.0,4,0,1133,0,0,1133,1.0,0.0,1,0,3,1,3,7,0,2008.0,1,308.0,2,0,175,0,0,0,0,0,0,12,2008,143000
1765,60,89.0,10557,1,0,2,2,4,9,5,1998,1998,422.0,4,3,5,3,4,6,672.0,1,0.0,736.0,1408.0,5,1,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,1,1998.0,3,806.0,2,108,87,0,0,0,0,0,0,7,2007,410000
1811,60,70.0,8462,1,0,2,2,4,6,5,1994,1994,105.0,4,4,4,4,1,6,814.0,1,0.0,114.0,928.0,5,1,936,785,0,1721,0.0,1.0,2,1,3,1,4,7,0,1994.0,2,471.0,2,300,87,0,0,0,0,0,0,7,2007,201000
2603,50,60.0,10818,1,1,3,2,4,4,4,1910,1950,0.0,3,3,2,3,1,1,0.0,1,0.0,1077.0,1077.0,3,1,981,779,0,1760,0.0,0.0,1,1,4,1,3,7,1,1935.0,1,648.0,2,120,0,96,0,0,0,0,0,2,2006,80000
2220,70,61.0,7259,1,0,2,1,4,6,8,1945,2002,0.0,3,3,3,3,1,5,774.0,2,150.0,104.0,1028.0,5,1,1436,884,0,2320,1.0,0.0,2,1,3,1,4,9,1,1945.0,1,180.0,2,224,0,0,0,0,0,3,0,7,2007,259500
2273,60,0.0,11800,1,0,2,2,4,7,5,2003,2004,94.0,4,3,4,3,4,6,766.0,1,0.0,356.0,1122.0,5,1,1146,1340,0,2486,1.0,0.0,3,1,5,1,4,10,1,2003.0,3,452.0,2,143,32,0,0,0,0,0,0,7,2007,279900
163,20,75.0,7500,1,0,3,2,4,5,7,1959,1994,0.0,3,3,3,3,1,2,340.0,3,906.0,0.0,1246.0,5,1,1246,0,0,1246,1.0,0.0,1,1,3,1,4,6,0,1959.0,2,305.0,2,218,0,0,0,0,0,4,0,5,2010,154000
2116,50,0.0,159000,1,0,1,0,4,6,7,1958,2006,472.0,4,3,4,3,4,3,697.0,1,0.0,747.0,1444.0,4,1,1444,700,0,2144,0.0,1.0,2,0,4,1,4,7,2,1958.0,3,389.0,2,0,98,0,0,0,0,0,500,6,2007,277000
2734,50,62.0,6488,1,0,3,2,4,5,5,1942,1950,0.0,3,3,3,3,1,2,230.0,1,0.0,569.0,799.0,5,0,799,351,0,1150,0.0,0.0,1,0,3,1,3,6,2,1942.0,1,215.0,2,264,0,0,0,0,0,0,0,3,2006,128000
426,20,110.0,14230,1,0,3,2,4,8,5,2007,2007,640.0,4,3,4,3,1,1,0.0,1,0.0,1566.0,1566.0,5,1,1600,0,0,1600,0.0,0.0,2,0,3,1,4,7,1,2007.0,2,890.0,2,0,56,0,0,0,0,0,0,7,2009,256300
2216,50,110.0,7810,1,0,2,2,4,4,6,1930,2003,0.0,3,4,3,4,1,6,189.0,1,0.0,741.0,930.0,5,1,1230,525,0,1755,0.0,0.0,2,0,4,1,4,7,1,1930.0,1,231.0,2,0,40,0,0,0,0,0,0,11,2007,188000
2900,20,85.0,14331,1,0,3,2,4,8,5,2002,2002,630.0,4,3,5,3,4,6,1274.0,1,0.0,526.0,1800.0,5,1,1800,0,0,1800,1.0,0.0,2,0,3,1,4,7,1,2002.0,3,765.0,2,270,78,0,0,0,0,0,0,5,2006,312500
97,160,30.0,3182,1,2,3,2,1,7,5,2004,2005,0.0,4,3,4,3,1,1,0.0,1,0.0,600.0,600.0,5,1,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,0,2004.0,2,480.0,2,0,172,0,0,0,0,0,0,6,2010,151000
1680,160,24.0,1920,1,0,3,2,1,5,5,1971,1971,376.0,3,3,3,3,1,5,471.0,1,0.0,294.0,765.0,5,1,765,600,0,1365,1.0,0.0,1,1,2,1,3,6,0,1971.0,1,440.0,2,240,36,0,0,0,0,0,0,8,2007,122500
1133,60,68.0,10110,1,0,3,2,4,6,5,2003,2003,0.0,4,3,4,3,2,6,80.0,5,555.0,200.0,835.0,5,1,835,861,0,1696,1.0,0.0,2,1,3,1,4,7,0,2003.0,2,542.0,2,143,66,0,0,0,0,0,0,7,2008,188000
2761,60,91.0,10984,1,0,2,2,4,7,5,2005,2006,0.0,4,3,4,3,4,1,0.0,1,0.0,945.0,945.0,5,1,945,864,0,1809,0.0,0.0,2,1,3,1,4,8,0,2005.0,2,638.0,2,144,54,0,0,0,0,0,0,5,2006,209700
1642,20,85.0,14082,1,0,2,2,4,8,5,2006,2006,945.0,4,3,5,4,4,6,1558.0,1,0.0,662.0,2220.0,5,1,2234,0,0,2234,1.0,0.0,1,1,1,1,4,7,1,2006.0,2,724.0,2,390,80,0,0,0,0,0,0,1,2007,441929
1141,60,50.0,8480,1,0,2,2,4,6,5,1993,1994,120.0,4,3,4,3,1,6,602.0,1,0.0,284.0,886.0,5,1,886,794,0,1680,0.0,1.0,2,1,3,1,4,7,0,1993.0,2,474.0,2,144,96,0,0,0,0,0,0,10,2008,163000
2118,60,0.0,12205,1,0,2,2,4,6,8,1966,2007,157.0,3,3,3,2,4,2,568.0,1,0.0,264.0,832.0,4,1,976,1111,0,2087,0.0,0.0,2,1,5,1,4,9,0,1966.0,3,444.0,2,133,168,0,0,0,0,0,0,7,2007,187500
870,20,90.0,15750,1,0,3,2,4,8,5,1999,2000,260.0,4,3,4,3,4,6,1246.0,1,0.0,216.0,1462.0,5,1,1513,0,0,1513,1.0,0.0,2,0,2,1,4,5,1,1999.0,3,521.0,2,135,34,0,0,0,0,0,0,6,2009,220000
1875,20,70.0,8050,1,0,3,2,4,5,6,1967,1993,0.0,3,3,3,3,1,5,474.0,4,38.0,437.0,949.0,3,1,1107,0,0,1107,1.0,0.0,1,0,3,1,4,5,0,1967.0,2,308.0,2,88,64,0,0,0,0,0,0,3,2007,127000
155,20,60.0,7200,1,0,3,2,4,5,7,1955,2007,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,5,1,827,0,0,827,0.0,0.0,1,0,2,1,3,5,1,1967.0,1,392.0,2,0,0,0,0,0,0,0,0,4,2010,107500
1318,75,35.0,6300,1,1,3,2,4,6,6,1914,2001,0.0,3,3,3,3,1,1,0.0,1,0.0,742.0,742.0,5,1,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,1,0.0,0,0.0,2,0,291,134,0,0,0,0,0,6,2008,128000
1285,30,30.0,5232,1,1,0,2,4,5,5,1925,2004,0.0,3,3,2,3,1,1,0.0,1,0.0,680.0,680.0,4,0,764,0,0,764,0.0,0.0,1,0,2,1,3,4,0,1965.0,1,504.0,0,0,0,0,0,0,0,0,0,6,2008,73000
2400,20,72.0,11846,1,0,2,2,4,9,5,2003,2004,562.0,4,3,5,3,4,6,1567.0,1,0.0,225.0,1792.0,5,1,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,1,2003.0,3,874.0,2,206,49,0,0,0,0,0,0,8,2006,374000
1068,60,130.0,16900,1,0,3,2,4,8,5,2001,2002,1110.0,4,3,5,3,2,6,1075.0,1,0.0,404.0,1479.0,5,1,1515,1134,0,2649,1.0,0.0,2,1,4,1,4,10,1,2001.0,3,746.0,2,0,60,0,0,0,0,0,0,1,2008,421250
361,60,0.0,9636,1,0,2,2,4,6,5,1992,1993,0.0,3,3,4,3,1,1,0.0,1,0.0,808.0,808.0,4,1,808,785,0,1593,0.0,0.0,2,1,3,1,3,7,1,1993.0,2,389.0,2,342,40,0,0,0,0,3,0,12,2009,178000
1493,85,90.0,10012,1,0,3,2,4,4,5,1972,1972,0.0,3,3,4,3,3,4,920.0,3,180.0,38.0,1138.0,3,1,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,0,1974.0,2,588.0,2,0,0,180,0,0,0,3,0,4,2008,137500
1110,20,91.0,14303,1,0,2,2,4,8,5,1994,1994,554.0,4,3,4,3,4,6,1314.0,1,0.0,672.0,1986.0,5,1,1987,0,0,1987,1.0,0.0,2,0,2,1,4,7,1,1994.0,3,691.0,2,262,36,0,0,0,0,0,0,8,2008,301500
911,70,43.0,5707,1,0,3,2,4,6,6,1935,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,583.0,583.0,4,1,647,595,0,1242,0.0,0.0,1,1,3,1,3,6,1,1926.0,1,180.0,2,329,96,0,0,0,0,0,0,3,2009,105000
2535,20,78.0,9360,1,0,3,2,4,6,7,1968,2004,203.0,3,3,3,3,3,5,760.0,1,0.0,216.0,976.0,3,1,976,0,0,976,1.0,0.0,1,0,2,1,4,4,1,1968.0,2,504.0,2,94,0,0,0,0,0,0,0,8,2006,157500
2030,50,40.0,5680,1,1,3,2,4,5,3,1901,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,969.0,969.0,3,0,969,245,0,1214,0.0,0.0,1,0,2,1,3,6,0,1920.0,1,216.0,0,0,0,77,0,0,0,3,0,9,2007,117000
2634,20,70.0,7000,1,0,3,2,4,5,6,1962,1962,0.0,3,3,3,3,1,4,468.0,1,0.0,396.0,864.0,4,1,864,0,0,864,0.0,1.0,1,0,3,1,3,5,0,1962.0,1,336.0,2,0,0,0,0,0,0,2,0,2,2006,105000
1530,50,51.0,10480,1,0,3,2,4,6,5,1936,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,1064.0,1064.0,5,1,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,0,1936.0,1,240.0,2,0,0,0,0,0,0,0,0,3,2008,115000
435,20,95.0,11578,1,0,3,2,4,9,5,2008,2008,302.0,5,3,5,3,1,1,0.0,1,0.0,1736.0,1736.0,5,1,1736,0,0,1736,0.0,0.0,2,0,3,1,5,7,1,2008.0,2,834.0,2,319,90,0,0,0,0,0,0,7,2009,360000
812,90,64.0,7018,1,0,3,2,2,5,5,1979,1979,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,0,1979.0,1,400.0,2,0,0,0,0,0,0,0,0,6,2009,118858
1202,60,0.0,9130,1,0,3,2,4,6,8,1966,2000,252.0,3,3,3,3,1,6,400.0,3,64.0,336.0,800.0,4,1,800,832,0,1632,0.0,1.0,1,1,4,1,4,7,0,1966.0,1,484.0,2,0,40,0,0,0,0,0,0,7,2008,173000
666,30,60.0,10800,1,1,3,2,4,3,5,1890,1998,0.0,3,3,3,3,1,1,0.0,1,0.0,630.0,630.0,3,1,725,0,0,725,0.0,0.0,1,1,1,1,3,4,0,1959.0,1,320.0,2,0,30,0,0,0,0,0,0,11,2009,78500
1751,60,62.0,8244,1,0,2,2,4,7,5,2004,2004,0.0,4,3,4,3,1,1,0.0,1,0.0,840.0,840.0,5,1,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,1,2004.0,3,440.0,2,100,48,0,0,0,0,0,0,5,2007,183500
705,20,60.0,6000,1,2,3,1,3,4,4,1953,1953,0.0,2,3,2,3,1,1,0.0,1,0.0,936.0,936.0,3,0,936,0,0,936,0.0,0.0,1,0,2,1,3,4,0,1974.0,1,576.0,2,0,32,112,0,0,0,0,0,2,2009,93000
1744,120,0.0,3621,1,0,3,2,1,8,5,2003,2003,72.0,4,3,4,3,4,6,1084.0,1,0.0,322.0,1406.0,5,1,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,1,2003.0,3,630.0,2,143,20,0,0,0,0,0,0,11,2007,226500
357,60,59.0,7837,1,0,2,2,4,6,7,1993,1994,0.0,4,3,4,3,1,1,0.0,1,0.0,799.0,799.0,4,1,799,772,0,1571,0.0,0.0,2,1,3,1,3,7,1,1993.0,2,380.0,2,0,40,0,0,0,0,0,0,5,2009,178000
2133,20,72.0,10665,1,0,2,2,4,7,5,2003,2003,167.0,4,3,4,3,3,6,1013.0,1,0.0,440.0,1453.0,5,1,1479,0,0,1479,1.0,0.0,2,0,3,1,4,7,0,2003.0,2,558.0,2,144,29,0,0,0,0,0,0,6,2007,226000
989,60,70.0,10457,1,0,2,1,4,5,7,1969,1969,178.0,4,5,3,3,4,4,496.0,2,288.0,0.0,784.0,5,1,784,848,0,1632,0.0,0.0,1,1,4,1,3,7,1,1969.0,2,898.0,2,0,173,368,0,0,0,3,0,4,2009,173000
562,20,60.0,8281,1,0,2,2,4,5,5,1965,1965,0.0,3,3,3,3,1,3,553.0,4,311.0,0.0,864.0,4,1,864,0,0,864,0.0,0.0,1,0,3,1,3,5,1,1965.0,1,360.0,2,0,0,236,0,0,0,2,0,12,2009,62383
1054,60,67.0,14948,1,0,2,2,4,9,5,2008,2008,268.0,5,3,5,3,3,6,1330.0,1,0.0,122.0,1452.0,5,1,1476,1237,0,2713,1.0,0.0,2,1,3,1,5,11,1,2008.0,3,858.0,2,126,66,0,0,0,0,0,0,11,2008,446261
2850,70,43.0,7000,1,0,3,2,4,7,8,1926,1997,0.0,3,3,3,3,1,5,424.0,1,0.0,200.0,624.0,5,1,743,736,0,1479,1.0,0.0,1,0,3,1,4,6,2,1926.0,1,312.0,2,530,0,56,0,0,0,3,0,5,2006,160000
1082,120,0.0,3940,1,0,3,2,1,7,5,2004,2004,24.0,4,3,4,3,1,6,1087.0,1,0.0,306.0,1393.0,5,1,1576,0,0,1576,1.0,0.0,2,0,2,1,4,7,1,2004.0,2,668.0,2,143,20,0,0,0,0,0,0,5,2008,219990
1440,20,93.0,9382,1,0,2,2,4,7,5,1999,2000,125.0,4,3,4,3,1,1,0.0,1,0.0,1468.0,1468.0,5,1,1479,0,0,1479,0.0,0.0,2,0,3,1,4,6,0,1999.0,2,577.0,2,120,25,0,0,0,0,0,0,7,2008,191000
2006,40,55.0,6854,1,0,3,1,4,5,7,1925,1994,0.0,3,4,3,3,1,2,317.0,3,227.0,212.0,756.0,3,0,916,144,0,1060,1.0,0.0,1,0,1,1,3,6,1,1969.0,1,308.0,2,0,65,0,0,150,0,0,0,8,2007,136500
2082,30,0.0,11515,1,0,2,2,4,4,5,1958,1994,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,0,943,0,0,943,0.0,0.0,1,0,3,1,4,5,0,1958.0,1,308.0,0,0,0,60,0,0,0,0,0,8,2007,80000
2344,50,0.0,13837,1,0,2,2,4,7,5,1988,1988,178.0,4,4,4,4,1,6,1002.0,2,202.0,0.0,1204.0,4,1,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,0,1988.0,1,786.0,2,0,0,0,0,0,0,0,0,2,2006,229000
248,60,80.0,9938,1,0,3,2,4,7,5,1993,1994,246.0,4,3,4,3,1,6,750.0,1,0.0,300.0,1050.0,5,1,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,1,1993.0,3,574.0,2,156,90,0,0,0,0,4,0,6,2010,236000
2276,20,85.0,12633,1,0,2,2,4,10,5,2006,2007,242.0,5,3,5,3,4,1,0.0,1,0.0,1824.0,1824.0,5,1,1824,0,0,1824,0.0,0.0,2,0,3,1,5,8,1,2006.0,3,932.0,2,160,36,0,0,108,0,0,0,9,2007,392000
755,70,57.0,6876,1,0,3,2,4,6,5,1927,1950,0.0,3,3,3,2,1,4,522.0,1,0.0,198.0,720.0,2,1,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,0,1927.0,1,316.0,2,0,0,213,0,0,0,3,0,8,2009,149000
1178,160,36.0,3951,1,2,2,2,1,10,5,1998,1999,0.0,5,3,4,3,2,4,128.0,6,842.0,0.0,970.0,5,1,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,1,1998.0,3,846.0,2,0,90,0,0,94,0,0,0,2,2008,345000
2636,70,62.0,9856,1,1,3,2,4,5,8,1900,2005,0.0,4,4,2,3,1,1,0.0,1,0.0,716.0,716.0,5,1,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,0,1900.0,1,624.0,2,0,72,167,0,0,0,0,0,6,2006,169000
