Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1490,85,RL,64.0,12102,1,0,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,3,3,CBlock,4,4,4,5,456.0,1,0.0,0.0,456.0,GasA,5,1,SBrkr,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,Typ,0,BuiltIn,1976.0,2,504.0,2,224,0,0,0,0,0,0,NA,0,4,2008,WD ,165000
1465,60,RL,41.0,10905,1,0,1,Lvl,AllPub,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1129.0,1129.0,GasA,5,1,SBrkr,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,Typ,1,BuiltIn,2003.0,2,596.0,2,0,57,0,0,0,0,0,NA,0,8,2008,WD ,240000
1627,20,RL,0.0,9556,1,0,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1168.0,1168.0,GasA,4,1,SBrkr,1187,0,0,1187,0.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,1992.0,2,420.0,2,0,21,0,0,0,0,0,NA,0,8,2007,WD ,160000
2849,190,RH,58.0,6430,1,0,3,Bnk,AllPub,Corner,2,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,780.0,1,0.0,0.0,780.0,GasA,3,0,FuseF,816,524,0,1340,1.0,0.0,1,0,3,1,3,6,Typ,0,Attchd,1945.0,1,440.0,2,0,0,0,0,0,0,0,NA,0,7,2006,WD ,128000
1501,90,RL,65.0,6040,1,0,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,FuseP,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,Typ,0,NA,0.0,0,0.0,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,82000
626,20,RL,80.0,14695,1,0,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,1,5,1387.0,1,0.0,175.0,1562.0,GasA,4,1,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,Typ,2,Attchd,1966.0,1,542.0,2,0,110,0,0,342,0,2,NA,0,7,2009,WD ,256000
722,70,RM,50.0,9000,1,0,3,Lvl,AllPub,Inside,2,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,624.0,1,0.0,26.0,650.0,GasA,5,1,SBrkr,832,650,0,1482,0.0,1.0,1,0,3,1,3,7,Typ,0,Detchd,1930.0,1,324.0,2,0,0,0,0,0,0,0,NA,0,7,2009,WD ,143000
2260,20,RL,67.0,8368,1,0,2,HLS,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1689.0,1689.0,GasA,5,1,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,2007.0,3,433.0,2,100,39,0,0,0,0,0,NA,0,4,2007,New,231713
1639,190,RL,195.0,41600,1,0,2,Lvl,AllPub,FR2,2,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1047.0,1,0.0,53.0,1100.0,GasW,3,1,SBrkr,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,Mod,0,2Types,1969.0,1,828.0,0,144,0,0,0,0,0,0,NA,0,11,2007,WD ,155000
1603,20,RL,59.0,6490,1,0,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,534.0,1,0.0,282.0,816.0,GasA,5,1,SBrkr,816,0,0,816,0.0,1.0,1,0,2,1,3,4,Typ,0,Attchd,1983.0,1,264.0,2,315,0,0,0,0,0,2,NA,0,4,2008,WD ,128500
1520,30,RL,60.0,7290,1,0,3,Lvl,AllPub,Corner,2,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1228.0,1228.0,GasA,5,1,SBrkr,1424,0,0,1424,0.0,0.0,2,0,2,1,3,7,Typ,1,Attchd,1921.0,1,312.0,2,0,0,90,0,0,0,0,NA,0,4,2008,WD ,168000
1665,60,RL,0.0,7472,1,0,2,Lvl,AllPub,CulDSac,2,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,1,5,626.0,1,0.0,99.0,725.0,GasA,4,1,SBrkr,725,754,0,1479,1.0,0.0,1,1,4,1,4,7,Typ,0,Attchd,1972.0,3,484.0,2,0,32,0,0,0,0,0,NA,0,6,2007,WD ,184000
2635,190,RL,70.0,7000,1,0,3,Lvl,AllPub,Inside,2,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,953.0,1,0.0,72.0,1025.0,GasA,3,1,SBrkr,1025,0,0,1025,1.0,0.0,1,0,3,1,3,6,Typ,0,NA,0.0,0,0.0,2,96,80,0,0,0,0,0,NA,0,3,2006,WD ,124000
581,20,RL,0.0,11717,1,0,2,Lvl,AllPub,Inside,2,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1442.0,1442.0,GasA,3,1,SBrkr,1442,0,0,1442,0.0,0.0,2,0,2,1,3,6,Typ,1,Attchd,1970.0,2,615.0,2,371,0,0,0,0,0,0,NA,0,2,2009,WD ,185000
2435,60,RL,106.0,11194,1,0,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1406.0,1406.0,GasA,5,1,SBrkr,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,2000.0,2,504.0,2,188,124,0,0,0,0,0,NA,0,11,2006,WD ,230500
2799,60,RL,90.0,11250,1,0,2,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,3,3,PConc,4,3,2,5,796.0,1,0.0,258.0,1054.0,GasA,5,1,SBrkr,1070,869,0,1939,0.0,1.0,2,1,3,1,4,8,Typ,1,Attchd,1998.0,2,555.0,2,128,84,0,0,0,0,0,NA,0,5,2006,WD ,227000
883,60,RL,64.0,8633,1,0,3,Lvl,AllPub,FR2,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,193.0,1,0.0,545.0,738.0,GasA,5,1,SBrkr,738,738,0,1476,1.0,0.0,2,1,3,1,4,7,Typ,0,Attchd,2005.0,3,540.0,2,100,35,0,0,0,0,0,NA,0,2,2009,WD ,173500
2537,85,RL,70.0,8400,1,0,3,Lvl,AllPub,Inside,2,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,6,744.0,1,0.0,89.0,833.0,GasA,4,1,SBrkr,898,0,0,898,1.0,0.0,1,0,3,1,3,6,Typ,0,Attchd,1968.0,2,326.0,2,143,0,0,0,0,0,0,NA,0,8,2006,WD ,140000
1120,20,RL,87.0,10037,1,0,3,Lvl,AllPub,Corner,2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,5,3,1,6,666.0,1,0.0,794.0,1460.0,GasA,5,1,SBrkr,1460,0,0,1460,0.0,0.0,2,0,3,1,4,6,Typ,1,Attchd,2006.0,3,480.0,2,0,20,0,0,0,0,0,NA,0,8,2008,WD ,247000
774,85,RL,0.0,8014,1,0,2,Lvl,AllPub,CulDSac,2,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,3,3,CBlock,4,3,4,6,456.0,1,0.0,0.0,456.0,GasA,3,1,SBrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,Typ,1,Basment,1978.0,3,504.0,2,0,0,0,0,0,0,0,NA,0,6,2009,WD ,149900
1447,20,RL,0.0,12250,1,0,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,781.0,1,0.0,83.0,864.0,GasA,5,1,SBrkr,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,1978.0,1,528.0,2,211,0,280,0,0,0,0,NA,0,5,2008,WD ,158000
104,160,FV,0.0,2403,1,0,2,Lvl,AllPub,FR2,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,244.0,1,0.0,286.0,530.0,GasA,5,1,SBrkr,530,550,0,1080,0.0,0.0,2,1,2,1,4,4,Typ,0,Attchd,2003.0,2,496.0,2,0,50,0,0,0,0,0,NA,0,6,2010,WD ,147110
2694,50,RM,50.0,8600,1,0,3,Bnk,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,3,1,SBrkr,780,596,0,1376,0.0,0.0,2,0,3,1,3,7,Typ,1,Detchd,1937.0,1,198.0,0,0,0,0,0,0,0,0,NA,0,6,2006,WD ,119500
920,50,RL,60.0,13680,1,0,3,HLS,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,728.0,1,0.0,112.0,840.0,GasA,5,1,SBrkr,840,727,0,1567,1.0,0.0,1,1,2,1,3,6,Min2,2,Detchd,1961.0,1,440.0,2,0,21,150,0,0,0,4,NA,0,2,2009,WD ,205000
1951,70,RL,60.0,10800,1,1,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,4,CBlock,4,3,3,1,0.0,1,0.0,736.0,736.0,GasA,5,1,SBrkr,751,783,0,1534,0.0,0.0,1,1,3,1,4,6,Typ,0,NA,0.0,0,0.0,0,0,112,0,0,0,0,0,NA,0,7,2007,WD ,148000
9,120,RL,39.0,5389,1,0,2,Lvl,AllPub,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1180.0,1,0.0,415.0,1595.0,GasA,5,1,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,4,5,Typ,1,Attchd,1995.0,2,608.0,2,237,152,0,0,0,0,0,NA,0,3,2010,WD ,236500
2848,50,RL,60.0,10890,1,0,3,Lvl,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,2,930.0,1,0.0,128.0,1058.0,GasA,3,1,SBrkr,1058,493,0,1551,1.0,0.0,2,0,3,1,2,6,Typ,0,Detchd,1938.0,1,240.0,2,0,0,0,0,0,0,3,NA,0,7,2006,WD ,137000
614,20,RL,68.0,9768,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,100.0,5,247.0,613.0,960.0,GasA,4,1,SBrkr,960,0,0,960,1.0,0.0,1,0,2,1,3,5,Typ,0,Attchd,1955.0,2,330.0,2,0,70,0,0,0,0,3,NA,0,2,2009,WD ,122000
1736,20,RL,73.0,8993,1,0,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1302.0,1302.0,GasA,5,1,SBrkr,1302,0,0,1302,0.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,2007.0,3,436.0,2,0,22,0,0,0,0,0,NA,0,8,2007,New,176485
2686,30,RL,50.0,11672,1,2,1,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,3,1,FuseA,816,0,0,816,0.0,0.0,1,0,2,1,3,4,Typ,0,Detchd,1925.0,1,210.0,0,168,0,112,0,0,0,0,NA,0,7,2006,WD ,109000
2257,120,RM,0.0,9763,1,0,2,Lvl,AllPub,Inside,2,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,5,72.0,328.0,1502.0,GasA,5,1,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,4,5,Typ,1,Attchd,1998.0,3,286.0,2,0,0,0,0,0,0,0,NA,0,9,2007,WD ,330000
1284,20,RM,56.0,9836,1,1,3,Bnk,AllPub,Inside,2,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,96.0,1,0.0,96.0,192.0,GasA,4,0,SBrkr,1133,0,0,1133,1.0,0.0,1,0,3,1,3,7,Typ,0,Detchd,2008.0,1,308.0,2,0,175,0,0,0,0,0,NA,0,12,2008,WD ,143000
1765,60,RL,89.0,10557,1,0,2,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5,3,4,6,672.0,1,0.0,736.0,1408.0,GasA,5,1,SBrkr,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,Typ,1,Attchd,1998.0,3,806.0,2,108,87,0,0,0,0,0,NA,0,7,2007,WD ,410000
1811,60,RL,70.0,8462,1,0,2,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4,4,1,6,814.0,1,0.0,114.0,928.0,GasA,5,1,SBrkr,936,785,0,1721,0.0,1.0,2,1,3,1,4,7,Typ,0,Attchd,1994.0,2,471.0,2,300,87,0,0,0,0,0,NA,0,7,2007,WD ,201000
2603,50,RL,60.0,10818,1,1,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,1077.0,1077.0,GasA,3,1,FuseA,981,779,0,1760,0.0,0.0,1,1,4,1,3,7,Typ,1,Detchd,1935.0,1,648.0,2,120,0,96,0,0,0,0,NA,0,2,2006,COD,80000
2220,70,RL,61.0,7259,1,0,2,Lvl,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,774.0,2,150.0,104.0,1028.0,GasA,5,1,SBrkr,1436,884,0,2320,1.0,0.0,2,1,3,1,4,9,Typ,1,Detchd,1945.0,1,180.0,2,224,0,0,0,0,0,3,NA,0,7,2007,WD ,259500
2273,60,RL,0.0,11800,1,0,2,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,766.0,1,0.0,356.0,1122.0,GasA,5,1,SBrkr,1146,1340,0,2486,1.0,0.0,3,1,5,1,4,10,Typ,1,BuiltIn,2003.0,3,452.0,2,143,32,0,0,0,0,0,NA,0,7,2007,WD ,279900
163,20,RL,75.0,7500,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,340.0,3,906.0,0.0,1246.0,GasA,5,1,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,4,6,Typ,0,Attchd,1959.0,2,305.0,2,218,0,0,0,0,0,4,NA,0,5,2010,WD ,154000
2116,50,RL,0.0,159000,1,0,1,Low,AllPub,CulDSac,0,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,4,3,697.0,1,0.0,747.0,1444.0,GasA,4,1,SBrkr,1444,700,0,2144,0.0,1.0,2,0,4,1,4,7,Typ,2,Attchd,1958.0,3,389.0,2,0,98,0,0,0,0,0,Shed,500,6,2007,WD ,277000
2734,50,RL,62.0,6488,1,0,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,230.0,1,0.0,569.0,799.0,GasA,5,0,FuseA,799,351,0,1150,0.0,0.0,1,0,3,1,3,6,Mod,2,BuiltIn,1942.0,1,215.0,2,264,0,0,0,0,0,0,NA,0,3,2006,WD ,128000
426,20,RL,110.0,14230,1,0,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1566.0,1566.0,GasA,5,1,SBrkr,1600,0,0,1600,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,2007.0,2,890.0,2,0,56,0,0,0,0,0,NA,0,7,2009,WD ,256300
2216,50,RL,110.0,7810,1,0,2,HLS,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,3,4,BrkTil,3,4,1,6,189.0,1,0.0,741.0,930.0,GasA,5,1,SBrkr,1230,525,0,1755,0.0,0.0,2,0,4,1,4,7,Typ,1,Detchd,1930.0,1,231.0,2,0,40,0,0,0,0,0,NA,0,11,2007,WD ,188000
2900,20,RL,85.0,14331,1,0,3,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,6,1274.0,1,0.0,526.0,1800.0,GasA,5,1,SBrkr,1800,0,0,1800,1.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,2002.0,3,765.0,2,270,78,0,0,0,0,0,NA,0,5,2006,WD ,312500
97,160,FV,30.0,3182,1,2,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,600.0,600.0,GasA,5,1,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,Typ,0,Detchd,2004.0,2,480.0,2,0,172,0,0,0,0,0,NA,0,6,2010,WD ,151000
1680,160,RM,24.0,1920,1,0,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,1,5,471.0,1,0.0,294.0,765.0,GasA,5,1,SBrkr,765,600,0,1365,1.0,0.0,1,1,2,1,3,6,Min1,0,Detchd,1971.0,1,440.0,2,240,36,0,0,0,0,0,NA,0,8,2007,WD ,122500
1133,60,RL,68.0,10110,1,0,3,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,80.0,5,555.0,200.0,835.0,GasA,5,1,SBrkr,835,861,0,1696,1.0,0.0,2,1,3,1,4,7,Typ,0,Attchd,2003.0,2,542.0,2,143,66,0,0,0,0,0,NA,0,7,2008,WD ,188000
2761,60,RL,91.0,10984,1,0,2,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,945.0,945.0,GasA,5,1,SBrkr,945,864,0,1809,0.0,0.0,2,1,3,1,4,8,Typ,0,Attchd,2005.0,2,638.0,2,144,54,0,0,0,0,0,NA,0,5,2006,New,209700
1642,20,RL,85.0,14082,1,0,2,HLS,AllPub,Inside,2,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,4,3,PConc,5,4,4,6,1558.0,1,0.0,662.0,2220.0,GasA,5,1,SBrkr,2234,0,0,2234,1.0,0.0,1,1,1,1,4,7,Typ,1,Attchd,2006.0,2,724.0,2,390,80,0,0,0,0,0,NA,0,1,2007,WD ,441929
1141,60,RL,50.0,8480,1,0,2,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,4,3,PConc,4,3,1,6,602.0,1,0.0,284.0,886.0,GasA,5,1,SBrkr,886,794,0,1680,0.0,1.0,2,1,3,1,4,7,Typ,0,Attchd,1993.0,2,474.0,2,144,96,0,0,0,0,0,NA,0,10,2008,WD ,163000
2118,60,RL,0.0,12205,1,0,2,Low,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,4,2,568.0,1,0.0,264.0,832.0,GasA,4,1,SBrkr,976,1111,0,2087,0.0,0.0,2,1,5,1,4,9,Typ,0,Attchd,1966.0,3,444.0,2,133,168,0,0,0,0,0,NA,0,7,2007,WD ,187500
870,20,RL,90.0,15750,1,0,3,Lvl,AllPub,FR3,2,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,4,3,PConc,4,3,4,6,1246.0,1,0.0,216.0,1462.0,GasA,5,1,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,4,5,Typ,1,Attchd,1999.0,3,521.0,2,135,34,0,0,0,0,0,NA,0,6,2009,WD ,220000
1875,20,RL,70.0,8050,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,4,38.0,437.0,949.0,GasA,3,1,SBrkr,1107,0,0,1107,1.0,0.0,1,0,3,1,4,5,Typ,0,Attchd,1967.0,2,308.0,2,88,64,0,0,0,0,0,NA,0,3,2007,WD ,127000
155,20,RL,60.0,7200,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,SBrkr,827,0,0,827,0.0,0.0,1,0,2,1,3,5,Mod,1,Detchd,1967.0,1,392.0,2,0,0,0,0,0,0,0,NA,0,4,2010,WD ,107500
1318,75,RM,35.0,6300,1,1,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,742.0,742.0,GasA,5,1,SBrkr,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,Typ,1,NA,0.0,0,0.0,2,0,291,134,0,0,0,0,NA,0,6,2008,WD ,128000
1285,30,RM,30.0,5232,1,1,0,Bnk,AllPub,Inside,2,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,680.0,680.0,GasA,4,0,FuseP,764,0,0,764,0.0,0.0,1,0,2,1,3,4,Typ,0,Detchd,1965.0,1,504.0,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,73000
2400,20,RL,72.0,11846,1,0,2,HLS,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5,3,4,6,1567.0,1,0.0,225.0,1792.0,GasA,5,1,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,Typ,1,Attchd,2003.0,3,874.0,2,206,49,0,0,0,0,0,NA,0,8,2006,WD ,374000
1068,60,RL,130.0,16900,1,0,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,4,3,PConc,5,3,2,6,1075.0,1,0.0,404.0,1479.0,GasA,5,1,SBrkr,1515,1134,0,2649,1.0,0.0,2,1,4,1,4,10,Typ,1,Attchd,2001.0,3,746.0,2,0,60,0,0,0,0,0,NA,0,1,2008,WD ,421250
